Title,Year,Genre(s),IMDB,Rotten Tomatoes,Metacritic,TMDB,# of IMDB Votes,# of Awards,Gross Domestic Box Office Sales ($),Media,Origin
21,2008,"Crime, Drama, Thriller",6.8,36,48,6.698,"269,195",1 win & 5 nominations,"$81,159,365",movie,Foreign
Body of Lies,2008,"Action, Drama, Thriller",7.0,56,57,6.628,"241,133",2 nominations,"$39,394,666",movie,Foreign
Bolt,2008,"Animation, Adventure, Comedy",6.8,90,67,6.516,"232,849",Nominated for 1 Oscar. 1 win & 32 nominations total,"$114,053,579",movie,Foreign
The Day the Earth Stood Still,2008,"Adventure, Drama, Sci-Fi",5.5,21,40,5.622,"180,422",2 wins & 5 nominations,"$79,366,978",movie,Foreign
Death Race,2008,"Action, Sci-Fi, Thriller",6.4,41,43,6.3,"220,950",1 win & 5 nominations,"$36,316,032",movie,Foreign
Get Smart,2008,"Action, Adventure, Comedy",6.5,51,54,6.2,"230,679",3 wins & 6 nominations,"$130,319,208",movie,Foreign
Hellboy II: The Golden Army,2008,"Action, Adventure, Fantasy",7.0,86,78,6.8,"289,451",Nominated for 1 Oscar. 5 wins & 35 nominations total,"$75,986,503",movie,Foreign
Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action, Adventure",6.2,77,65,6.0,"495,729",Nominated for 1 BAFTA Award10 wins & 42 nominations total,"$317,101,119",movie,Foreign
Journey to the Center of the Earth,2008,"Action, Adventure, Family",5.8,60,57,6.1,"133,629",3 wins & 4 nominations,"$101,704,370",movie,Foreign
9,2009,"Animation, Action, Adventure",7.0,57,60,6.931,"149,575",9 nominations,"$31,749,894",movie,Foreign
Cloudy with a Chance of Meatballs,2009,"Animation, Adventure, Comedy",6.9,85,66,6.628,"263,826",1 win & 14 nominations,"$124,870,275",movie,Foreign
Gamer,2009,"Action, Sci-Fi, Thriller",5.7,29,27,5.711,"140,540",1 win,"$20,534,907",movie,Foreign
The Haunting in Connecticut,2009,"Drama, Horror, Mystery",5.8,17,33,6.2,"65,835",1 win & 2 nominations,"$55,389,516",movie,Foreign
The Imaginarium of Doctor Parnassus,2009,"Adventure, Comedy, Fantasy",6.8,64,65,6.4,"154,790",Nominated for 2 Oscars. 5 wins & 23 nominations total,"$7,689,607",movie,Foreign
The Last House on the Left,2009,"Horror, Thriller",6.5,43,42,6.5,"102,006",1 win & 8 nominations,"$32,752,215",movie,Foreign
The Men Who Stare at Goats,2009,"Comedy, War",6.2,51,54,6.0,"138,709",1 win & 1 nomination,"$32,428,195",movie,Foreign
Monsters vs. Aliens,2009,"Animation, Action, Adventure",6.4,73,56,6.2,"178,908",3 wins & 10 nominations,"$198,351,526",movie,Foreign
My Sister's Keeper,2009,"Drama, Family",7.3,47,51,7.4,"99,322",4 wins & 4 nominations,"$49,200,230",movie,Foreign
Orphan,2009,"Horror, Mystery, Thriller",7.0,59,42,6.996,"258,190",1 win & 7 nominations,"$41,596,251",movie,Domestic
Pandorum,2009,"Action, Horror, Mystery",6.7,29,28,6.6,"161,185",N/A,"$10,330,853",movie,Foreign
Precious,2009,Drama,7.3,92,78,7.3,"117,253",Won 2 Oscars. 114 wins & 103 nominations total,"$47,566,524",movie,Foreign
Push,2009,"Action, Sci-Fi, Thriller",6.1,23,36,6.15,"116,391",1 win & 2 nominations,"$31,811,527",movie,Foreign
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",6.3,50,53,6.4,"168,414",2 wins & 19 nominations,"$104,386,950",movie,Foreign
Diary of a Wimpy Kid,2010,"Comedy, Drama, Family",6.2,54,56,6.2,"59,614",5 wins & 9 nominations,"$64,003,625",movie,Foreign
Faster,2010,"Action, Crime, Drama",6.4,41,44,6.3,"112,799",5 nominations,"$23,240,020",movie,Foreign
Hot Tub Time Machine,2010,"Comedy, Sci-Fi",6.4,64,63,6.0,"188,741",5 nominations,"$50,287,556",movie,Foreign
Little Fockers,2010,"Comedy, Romance",5.5,9,27,5.6,"120,711",3 wins & 5 nominations,"$148,438,600",movie,Foreign
Machete,2010,"Action, Crime, Thriller",6.6,70,60,6.337,"205,218",2 wins & 6 nominations,"$26,593,646",movie,Foreign
Piranha 3D,2010,"Comedy, Horror",5.5,74,53,5.407,"97,986",2 wins & 12 nominations,"$25,003,155",movie,Domestic
Resident Evil: Afterlife,2010,"Action, Horror, Sci-Fi",5.8,21,37,6.063,"180,985",2 wins & 8 nominations,"$60,128,566",movie,Foreign
The Sorcerer's Apprentice,2010,"Action, Adventure, Family",6.1,40,46,6.12,"171,558",1 win & 2 nominations,"$63,150,991",movie,Foreign
Hop,2011,"Animation, Adventure, Comedy",5.4,24,41,5.8,"37,881",2 nominations,"$108,498,305",movie,Foreign
The Mechanic,2011,"Action, Crime, Thriller",6.5,53,49,6.5,"174,388",1 nomination,"$29,121,498",movie,Foreign
Priest,2011,"Action, Fantasy, Horror",5.7,15,41,5.798,"125,124",3 nominations,"$29,137,000",movie,Foreign
The Smurfs,2011,"Animation, Adventure, Comedy",5.4,21,30,5.8,"98,249",2 wins & 8 nominations,"$142,614,158",movie,Foreign
30 Minutes or Less,2011,"Action, Comedy, Crime",6.1,45,49,5.8,"107,252",N/A,"$37,053,924",movie,Foreign
The Darkest Hour,2011,"Action, Adventure, Horror",4.9,11,18,5.3,"64,354",1 nomination,"$21,443,494",movie,Domestic
Fright Night,2011,"Action, Comedy, Drama",6.4,72,64,6.2,"114,232",2 wins & 8 nominations,"$18,302,607",movie,Foreign
Happy Feet Two,2011,"Animation, Adventure, Comedy",5.8,46,50,6.1,"48,316",3 wins & 9 nominations,"$64,006,466",movie,Domestic
The Sitter,2011,Comedy,5.6,21,39,5.6,"73,021",2 nominations,"$30,441,326",movie,Foreign
The Thing,2011,"Horror, Mystery, Sci-Fi",6.2,34,49,6.216,"147,529",6 nominations,"$16,928,670",movie,Domestic
Ghost Rider: Spirit of Vengeance,2011,"Action, Fantasy, Thriller",4.3,19,34,5.0,"128,033",4 nominations,"$51,774,002",movie,Foreign
People Like Us,2012,"Comedy, Drama",7.0,53,49,6.8,"44,368",N/A,"$12,434,778",movie,Foreign
The Pirates! Band of Misfits,2012,"Animation, Action, Adventure",6.7,86,73,6.5,"51,975",Nominated for 1 Oscar. 20 nominations total,"$31,051,126",movie,Domestic
The Three Stooges,2012,"Comedy, Family",5.1,51,56,5.8,"33,444",4 nominations,"$44,338,224",movie,Foreign
Upstream Color,2013,"Drama, Mystery, Sci-Fi",6.5,87,81,6.4,"35,223",5 wins & 35 nominations,"$444,098",movie,Foreign
Serena,2014,"Drama, History, Romance",5.4,17,36,5.6,"30,819",1 win,"$176,391",movie,Domestic
Sightseers,2012,"Adventure, Comedy, Crime",6.5,86,69,6.3,"30,453",11 wins & 18 nominations,"$61,782",movie,Foreign
Piranha 3DD,2012,"Comedy, Horror, Sci-Fi",3.8,11,24,4.3,"46,021",3 wins & 5 nominations,"$376,512",movie,Domestic
Cosmopolis,2012,"Crime, Drama, Fantasy",5.1,67,58,5.7,"50,635",3 wins & 14 nominations,"$763,556",movie,Foreign
The Angels' Share,2012,"Comedy, Crime, Drama",7.0,88,66,6.966,"27,253",7 wins & 10 nominations,"$346,669",movie,Foreign
Adventures in Zambezia,2012,"Animation, Adventure, Comedy",5.7,25,N/A,6.2,"7,725",3 wins & 6 nominations,N/A,movie,Domestic
The Bay,2012,"Horror, Sci-Fi, Thriller",5.7,76,65,5.8,"30,109",1 win & 1 nomination,"$30,668",movie,Foreign
The Factory,2012,"Crime, Mystery, Thriller",5.8,,,,,,,,Domestic
So Undercover,2012,"Action, Comedy, Crime",5.0,6,N/A,6.2,"21,386",N/A,N/A,movie,Foreign
Quartet,2012,"Comedy, Drama, Music",6.8,80,64,6.5,"21,491",4 wins & 5 nominations,"$18,390,117",movie,Foreign
Liberal Arts,2012,"Comedy, Drama, Romance",6.7,71,55,6.4,"40,731",7 nominations,"$327,345",movie,Foreign
The Sweeney,2012,"Action, Crime, Drama",6.1,45,48,5.7,"20,603",5 nominations,"$26,650",movie,Foreign
Get the Gringo,2012,"Action, Drama, Thriller",6.9,81,60,6.568,"112,283",N/A,N/A,movie,Foreign
Dead Before Dawn 3D,2012,"Adventure, Comedy, Horror",4.6,,,,,,,,Foreign
Wrong Turn 5: Bloodlines,2012,"Adventure, Horror",4.1,,,,,,,,Foreign
Shadow Dancer,2012,"Drama, Mystery, Thriller",6.2,85,71,5.9,"13,083",8 wins & 9 nominations,"$100,616",movie,Foreign
The Speed of Thought,2011,"Sci-Fi, Thriller",4.8,,,,,,,,Foreign
We Need to Talk About Kevin,2011,"Drama, Mystery, Thriller",7.5,75,68,7.544,"170,888",Nominated for 3 BAFTA 26 wins & 66 nominations total,"$1,738,692",movie,Domestic
Hick,2011,"Comedy, Drama",5.5,5,28,5.7,"21,000",N/A,N/A,movie,Foreign
This Must Be the Place,2011,"Adventure, Comedy, Drama",6.7,66,61,7.0,"37,342",19 wins & 17 nominations,"$143,979",movie,Foreign
Another Earth,2011,"Drama, Mystery, Romance",6.9,67,66,6.7,"100,833",7 wins & 14 nominations,"$1,321,194",movie,Foreign
Melancholia,2011,"Drama, Sci-Fi",7.1,80,81,7.183,"198,513",35 wins & 95 nominations,"$3,030,848",movie,Foreign
Tucker and Dale vs Evil,2010,"Comedy, Horror",7.5,85,65,7.367,"196,621",12 wins & 14 nominations,"$223,838",movie,Domestic
Antichrist,2009,"Drama, Horror, Thriller",6.5,54,49,6.6,"138,408",21 wins & 33 nominations,"$404,122",movie,Foreign
Death Proof,2007,"Action, Drama, Thriller",7.0,63,N/A,6.838,"318,126",8 nominations,N/A,movie,Foreign
Lars and the Real Girl,2007,"Comedy, Drama, Romance",7.3,81,70,7.179,"157,923",Nominated for 1 Oscar. 7 wins & 36 nominations total,"$5,972,884",movie,Domestic
Kiss Kiss Bang Bang,2005,"Comedy, Crime, Mystery",7.5,86,72,7.2,"239,386",5 wins & 16 nominations,"$4,243,756",movie,Foreign
Mulholland Drive,2001,"Drama, Mystery, Thriller",7.9,84,86,7.811,"390,297",Nominated for 1 Oscar. 50 wins & 61 nominations total,"$7,220,243",movie,Domestic
Kids,1995,Drama,7.0,47,63,6.9,"85,901",1 win & 5 nominations,"$7,412,216",movie,Foreign
The Blues Brothers,1980,"Action, Adventure, Comedy",7.9,72,60,7.734,"217,258",2 wins & 1 nomination,"$57,229,890",movie,Foreign
The Hobbit: The Battle of the Five Armies,2014,"Adventure, Fantasy",7.4,59,59,7.3,"582,413",Nominated for 1 Oscar. 8 wins & 56 nominations total,"$255,138,261",movie,Domestic
The Maze Runner,2014,"Action, Mystery, Sci-Fi",6.8,65,57,7.2,"520,390",4 wins & 12 nominations,"$102,427,862",movie,Foreign
RoboCop,2014,"Action, Crime, Sci-Fi",6.1,49,52,7.3,"241,607",4 wins & 1 nomination,"$58,607,007",movie,Foreign
RED 2,2013,"Action, Comedy, Crime",6.6,45,47,6.5,"182,897",3 nominations,"$53,262,560",movie,Foreign
Cheech & Chong's Animated Movie,2013,"Animation, Comedy",4.7,,,,,,,,Foreign
Blazing Saddles,1974,"Comedy, Western",7.7,89,73,7.3,"155,220",Nominated for 3 Oscars. 3 wins & 6 nominations total,"$119,616,663",movie,Foreign
The Deer Hunter,1978,"Drama, War",8.1,86,86,8.002,"366,386",Won 5 Oscars. 24 wins & 27 nominations total,"$48,979,328",movie,Foreign
Tron,1982,"Action, Adventure, Sci-Fi",6.7,73,58,6.655,"130,969",Nominated for 2 Oscars. 2 wins & 8 nominations total,"$33,000,000",movie,Foreign
Police Academy,1984,Comedy,6.7,56,41,6.7,"140,240",1 win & 1 nomination,"$81,198,894",movie,Foreign
Big Trouble in Little China,1986,"Action, Adventure, Comedy",7.2,73,53,7.211,"156,890",1 win & 1 nomination,"$11,100,000",movie,Foreign
Labyrinth,1986,"Adventure, Family, Fantasy",7.3,77,50,7.278,"152,515",Nominated for 1 BAFTA Award4 nominations total,"$13,723,253",movie,Domestic
Three Men and a Baby,1987,"Comedy, Drama, Family",6.1,67,61,6.206,"58,767",2 wins & 2 nominations,"$167,780,960",movie,Foreign
Say Anything,1989,"Comedy, Drama, Romance",7.3,98,86,7.046,"97,172",1 win & 3 nominations,"$20,781,385",movie,Foreign
Back to the Future Part III,1990,"Adventure, Comedy, Sci-Fi",7.4,81,55,7.48,"489,100",5 wins & 11 nominations,"$88,277,583",movie,Foreign
Die Hard 2,1990,"Action, Thriller",7.1,69,67,7.0,"387,062",1 win & 1 nomination,"$117,540,947",movie,Foreign
Teenage Mutant Ninja Turtles,1990,"Action, Adventure, Comedy",6.8,42,51,6.7,"106,510",3 wins & 3 nominations,"$135,384,756",movie,Domestic
Point Break,1991,"Action, Crime, Thriller",7.3,69,59,7.2,"207,506",1 win & 2 nominations,"$43,218,387",movie,Domestic
My Cousin Vinny,1992,"Comedy, Crime",7.6,87,68,7.5,"143,586",Won 1 Oscar. 5 wins & 6 nominations total,"$52,929,168",movie,Foreign
Scent of a Woman,1992,Drama,8.0,85,59,7.791,"336,185",Won 1 Oscar. 6 wins & 14 nominations total,"$63,095,253",movie,Foreign
Mrs. Doubtfire,1993,"Comedy, Drama",7.1,71,53,7.196,"296,842",Won 1 Oscar. 11 wins & 10 nominations total,"$219,195,243",movie,Foreign
The Nightmare Before Christmas,1993,"Animation, Family, Fantasy",7.9,95,82,7.8,"381,411",Nominated for 1 Oscar. 7 wins & 17 nominations total,"$87,620,624",movie,Foreign
Ace Ventura: Pet Detective,1994,Comedy,6.9,47,37,6.565,"331,275",5 wins & 6 nominations,"$72,217,396",movie,Foreign
Natural Born Killers,1994,"Action, Crime, Romance",7.2,51,74,7.064,"255,083",5 wins & 10 nominations,"$50,282,766",movie,Foreign
Waterworld,1995,"Action, Adventure, Sci-Fi",6.3,47,56,6.2,"213,738",Nominated for 1 Oscar. 6 wins & 9 nominations total,"$88,246,220",movie,Foreign
Austin Powers: International Man of Mystery,1997,"Adventure, Comedy",7.0,73,51,6.564,"260,919",3 wins & 8 nominations,"$53,911,748",movie,Domestic
Con Air,1997,"Action, Crime, Thriller",6.9,58,52,6.7,"323,533",Nominated for 2 Oscars. 7 wins & 11 nominations total,"$101,117,573",movie,Foreign
The Devil's Advocate,1997,"Drama, Fantasy, Mystery",7.5,63,60,7.464,"408,812",2 wins & 7 nominations,"$60,944,660",movie,Domestic
Dark City,1998,"Fantasy, Mystery, Sci-Fi",7.6,66/10,66,7.3,"215,390",12 wins & 19 nominations,"$14,378,331",movie,Domestic
Wild Things,1998,"Crime, Drama, Mystery",6.6,64,52,6.364,"133,032",2 wins & 4 nominations,"$30,147,739",movie,Foreign
Blade,1998,"Action, Horror, Sci-Fi",7.1,58,47,6.8,"307,790",5 wins & 11 nominations,"$70,087,718",movie,Foreign
Enemy of the State,1998,"Action, Thriller",7.3,71,67,7.0,"262,212",5 wins & 16 nominations,"$111,549,836",movie,Foreign
Rush Hour,1998,"Action, Comedy, Crime",7.0,62,60,7.05,"300,546",6 wins & 9 nominations,"$141,186,864",movie,Foreign
The Thin Red Line,1998,"Drama, History, War",7.6,80,78,7.5,"202,141",Nominated for 7 Oscars. 22 wins & 47 nominations total,"$36,400,491",movie,Foreign
The Iron Giant,1999,"Animation, Action, Adventure",8.1,96,85,7.946,"234,227",Won 1 BAFTA Award20 wins & 18 nominations total,"$23,315,035",movie,Foreign
Sleepy Hollow,1999,"Fantasy, Horror, Mystery",7.3,70,65,7.179,"388,760",Won 1 Oscar. 28 wins & 44 nominations total,"$101,071,502",movie,Foreign
Pitch Black,2000,"Action, Horror, Sci-Fi",7.0,60,49,6.845,"255,909",2 wins & 9 nominations,"$39,240,659",movie,Foreign
"Dude, Where's My Car?",2000,"Comedy, Mystery, Sci-Fi",5.5,16,30,5.5,"147,211",1 win & 6 nominations,"$46,729,800",movie,Foreign
The Emperor's New Groove,2000,"Animation, Adventure, Comedy",7.4,86,70,7.562,"230,118",Nominated for 1 Oscar. 7 wins & 27 nominations total,"$89,636,687",movie,Foreign
Mission: Impossible II,2000,"Action, Adventure, Thriller",6.1,59/10,59,6.1,"383,271",12 wins & 20 nominations,"$215,409,889",movie,Foreign
The Patriot,2000,"Action, Drama, History",7.2,62,63,7.182,"297,806",Nominated for 3 Oscars. 9 wins & 23 nominations total,"$113,330,342",movie,Foreign
Traffic,2000,"Crime, Drama, Thriller",7.6,93,86,7.06,"222,016",Won 4 Oscars. 73 wins & 86 nominations total,"$124,115,725",movie,Domestic
Unbreakable,2000,"Drama, Mystery, Sci-Fi",7.3,70,62,7.14,"449,034",2 wins & 16 nominations,"$95,011,339",movie,Foreign
A.I. Artificial Intelligence,2001,"Adventure, Drama, Sci-Fi",7.2,76,65,7.0,"326,497",Nominated for 2 Oscars. 17 wins & 71 nominations total,"$78,616,689",movie,Foreign
Atlantis: The Lost Empire,2001,"Animation, Action, Adventure",6.9,49,52,7.015,"137,017",2 wins & 14 nominations,"$84,056,472",movie,Foreign
Austin Powers in Goldmember,2002,"Action, Adventure, Comedy",6.2,53,62,6.0,"225,698",5 wins & 23 nominations,"$213,307,889",movie,Foreign
Lilo & Stitch,2002,"Animation, Adventure, Comedy",7.3,87,74,7.525,"216,719",Nominated for 1 Oscar. 12 wins & 28 nominations total,"$145,794,338",movie,Foreign
Scooby-Doo,2002,"Adventure, Comedy, Family",5.3,32,35,6.089,"128,216",5 wins & 14 nominations,"$153,322,074",movie,Foreign
Signs,2002,"Drama, Mystery, Sci-Fi",6.8,75,59,6.7,"393,089",3 wins & 34 nominations,"$227,966,634",movie,Foreign
The Transporter,2002,"Action, Crime, Thriller",6.8,54,51,6.711,"324,708",N/A,"$25,296,447",movie,Domestic
Bruce Almighty,2003,"Comedy, Fantasy",6.8,48,46,6.715,"441,119",7 wins & 9 nominations,"$242,829,261",movie,Foreign
The League of Extraordinary Gentlemen,2003,"Action, Adventure, Fantasy",5.8,17,30,5.966,"185,494",12 nominations,"$66,465,204",movie,Foreign
Phone Booth,2002,"Crime, Thriller",7.1,72,56,6.857,"288,661",1 win & 8 nominations,"$46,566,212",movie,Foreign
S.W.A.T.,2003,"Action, Adventure, Crime",6.1,48,45,6.2,"155,362",5 wins & 5 nominations,"$116,934,650",movie,Foreign
Terminator 3: Rise of the Machines,2003,"Action, Sci-Fi",6.3,70,66,6.2,"422,408",3 wins & 24 nominations,"$150,371,112",movie,Foreign
Harold & Kumar Go to White Castle,2004,"Adventure, Comedy",7.0,75,64,6.5,"208,518",3 nominations,"$18,250,550",movie,Foreign
Hellboy,2004,"Action, Adventure, Fantasy",6.9,81,72,6.672,"355,179",3 wins & 23 nominations,"$59,623,958",movie,Foreign
National Treasure,2004,"Action, Adventure, Mystery",6.9,46,40,6.6,"360,356",1 win & 9 nominations,"$173,008,894",movie,Foreign
The Passion of the Christ,2004,Drama,7.2,49,47,7.5,"253,800",Nominated for 3 Oscars. 30 wins & 24 nominations total,"$370,782,930",movie,Foreign
The Punisher,2004,"Action, Crime, Drama",6.4,29,33,6.3,"172,668",1 win & 5 nominations,"$33,810,189",movie,Foreign
Resident Evil: Apocalypse,2004,"Action, Horror, Sci-Fi",6.1,19,35,6.358,"212,420",6 wins & 3 nominations,"$51,201,453",movie,Domestic
The Terminal,2004,"Comedy, Drama, Romance",7.4,61,55,7.3,"502,558",7 wins & 8 nominations,"$77,872,883",movie,Foreign
The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Sci-Fi",6.7,60,63,6.667,"209,953",1 win & 10 nominations,"$51,085,416",movie,Domestic
The Longest Yard,2005,"Comedy, Crime, Sport",6.4,31,48,6.7,"198,179",3 wins & 17 nominations,"$158,119,460",movie,Foreign
The Pacifier,2005,"Action, Comedy, Drama",5.6,21,30,6.1,"102,169",1 win & 10 nominations,"$113,086,868",movie,Foreign
xXx: State of the Union,2005,"Action, Adventure, Crime",4.5,17,37,5.0,"74,233",1 nomination,"$26,873,932",movie,Foreign
Lord of War,2005,"Crime, Drama",7.6,62,62,7.3,"341,730",2 wins & 3 nominations,"$24,149,632",movie,Domestic
Accepted,2006,Comedy,6.4,38,47,6.4,"141,424",4 nominations,"$36,323,505",movie,Foreign
The Hills Have Eyes,2006,"Horror, Thriller",6.4,52,52,6.4,"186,329",2 wins & 13 nominations,"$41,778,863",movie,Foreign
Over the Hedge,2006,"Animation, Adventure, Comedy",6.7,75,67,6.561,"192,279",7 wins & 26 nominations,"$155,019,340",movie,Foreign
Thank You for Smoking,2005,"Comedy, Drama",7.5,86,71,7.191,"230,518",12 wins & 32 nominations,"$24,793,509",movie,Foreign
Underworld: Evolution,2006,"Action, Fantasy, Thriller",6.7,17,36,6.584,"211,000",2 wins & 6 nominations,"$62,318,875",movie,Foreign
Deja Vu,2006,"Action, Crime, Sci-Fi",7.1,56,59,6.863,"331,182",1 win & 6 nominations,"$64,038,616",movie,Foreign
Eragon,2006,"Action, Adventure, Family",5.1,38/10,38,5.1,"131,290",1 win & 6 nominations,"$75,030,163",movie,Foreign
Night at the Museum,2006,"Adventure, Comedy, Family",6.5,42,48,6.581,"384,005",2 wins & 8 nominations,"$250,863,268",movie,Foreign
1408,2007,"Fantasy, Horror, Mystery",6.8,80,64,6.687,"298,538",4 wins & 12 nominations,"$71,985,628",movie,Foreign
3:10 to Yuma,2007,"Action, Crime, Drama",7.6,89,76,7.2,"336,243",Nominated for 2 Oscars. 3 wins & 32 nominations total,"$53,606,916",movie,Foreign
Beowulf,2007,"Animation, Action, Adventure",6.3,71,59,5.9,"175,613",4 wins & 19 nominations,"$82,280,579",movie,Foreign
The Bucket List,2007,"Adventure, Comedy, Drama",7.4,40,42,7.184,"262,886",3 wins & 4 nominations,"$93,466,502",movie,Foreign
Epic Movie,2007,"Adventure, Comedy, Fantasy",2.4,2,17,3.9,"110,140",2 wins & 3 nominations,"$39,739,367",movie,Foreign
Fracture,2007,"Crime, Drama, Thriller",7.2,72,68,7.277,"221,992",1 win & 2 nominations,"$39,015,018",movie,Domestic
Ghost Rider,2007,"Action, Fantasy, Thriller",5.3,27,35,5.575,"255,882",1 win & 11 nominations,"$115,802,596",movie,Foreign
Hannibal Rising,2007,"Adventure, Crime, Drama",6.1,16,35,6.2,"117,220",2 nominations,"$27,670,986",movie,Domestic
Meet the Robinsons,2007,"Animation, Adventure, Comedy",6.8,67,61,6.914,"113,670",1 win & 10 nominations,"$97,822,171",movie,Foreign
Michael Clayton,2007,"Crime, Drama, Mystery",7.2,90,82,6.8,"175,405",Won 1 Oscar. 28 wins & 114 nominations total,"$49,033,882",movie,Foreign
Next,2007,"Action, Sci-Fi, Thriller",6.2,28,42,6.1,"168,117",2 wins & 3 nominations,"$18,211,013",movie,Foreign
Shrek the Third,2007,"Animation, Adventure, Comedy",6.1,42,58,6.3,"338,368",Nominated for 1 BAFTA Award5 wins & 17 nominations total,"$322,719,944",movie,Foreign
Smokin' Aces,2006,"Action, Comedy, Crime",6.6,31,45,6.5,"153,459",4 wins,"$35,787,686",movie,Domestic
Horton Hears a Who!,2008,"Animation, Adventure, Comedy",6.8,79,71,6.5,"152,153",1 win & 18 nominations,"$154,529,439",movie,Foreign
Burn After Reading,2008,"Comedy, Crime, Drama",7.0,78,63,6.652,"358,421",Nominated for 3 BAFTA 8 wins & 32 nominations total,"$60,355,347",movie,Foreign
